review,aspects,opinions,aspect_categories,length
包装保护包装外面还有箱子保护很好一点没有损坏 外形外观金属面板还是很不错的 画面品质画面感很强电竞屏就是比普通强 运行速度运行速度杠杠的一点都不卡 游戏效果游戏效果不用怕开特效卡了,"箱子,外形,外观,金属,面板,画面,品质,画面感,电,速度,速度,杠杠,卡,游戏,效果,游戏,效果,卡","不错,特效","外观,性能",90
包装保护包装特别好有泡沫挡板不用担心快递问题 外形外观外观超棒金属感非常强 画面品质25k屏幕特别好非常清晰 运行速度开机和运行速度特别快非常流畅 游戏效果游戏本就是不一样打游戏非常爽各种主流游戏都非常棒,"泡沫,挡板,问题,外形,外观,外观,超棒,金属,画面,品质,屏幕,速度,开机,速度,游戏,效果,游戏,爽,游戏","清晰,流畅","外观,屏幕,性能",102
包装保护包装非常完美不管是物流箱还是内部箱完全没有破损 外形外观ACD三面金属A面灰色外观且没有灯很低调 运行速度12代酷睿i512500H运行速度非常快不会卡顿 画面品质终于有25K分辨率的屏幕了比1080p舒服太多了 其他首发买到的机器流畅键盘舒服非常香,"物流,外形,外观,金属,面,灰色,外观,灯,速度,代酷,速度,画面,品质,分辨率,屏幕,机器,键盘,香","完美,完全,舒服,流畅,舒服","服务,外观,屏幕,性能",129
太棒啦第一台游戏本万元以内没有能打的拯救者y9000p最完美机型没有短板外观游戏本的同时又兼顾商务真的可盐可甜配置也是杠杠的3060加12代芯片真的拿到机子那一刻太开心啦屏幕看起来也很舒服屏占比超高可以说外观内在都做到了极致,"太棒,游戏,机型,短板,外观,游戏,商务,盐,杠杠,代,芯片,机子,屏幕,外观","完美,舒服","外观,屏幕,性能",112
机器收到了12代英特尔酷睿i7处理器3060显卡2K屏性能非常厉害不错做工精致外观大气喜欢,"机器,代,英特尔,处理器,屏,性能,外观,大气","厉害,不错,精致","性能,外观",45
一直很喜欢拯救者系列也是等了很久不负期待满意做工性能都是杠杠的要开始用他搬砖了加油拯救者加油打工人,"性能,杠杠,砖,工人",,性能,49
对比了好久最终等到了这款新机第一批抢到的很激动呀收到货很惊喜外形很漂亮很有质感键盘也很舒服基本没有什么声音运行速度挺快很流畅,"新机,货,外形,很漂亮,质感,键盘,基本,声音,速度","激动,惊喜,舒服,流畅","外观,性能",62
十分兴奋地用了几天再来评价机器的外观很好看金属质感很强摸起来特别舒服屏幕是2k屏个人十分满意性能释放也是中规中矩具体硬件配是三星的内存美光的硬盘,"地用,评价,机器,外观,金属,质感,屏幕,屏,个人,性能,硬件,内存,美光,硬盘","舒服,具体","外观,屏幕,性能",72
快递速度很快包装保护很好,速度,,性能,12
到手以后用了几天感觉很不错 包装不错整体做工很好屏幕显示效果很棒 背部接口上的图标会亮是的很喜欢的加分项 最好画质无主之地115帧远哭5平均118帧比预期还好一些 赞,"感觉,整体,屏幕显示,效果,图标,画质","不错,不错,很棒,最好,平均",屏幕,83
独显直连高性能释放DDR5内存非常均衡的水桶机机器本身的发挥很好是个好机器1610的屏第一次打开那种感觉很震撼几乎每个方面都已经接近完美了今年备货比去年多不少,"高性能,内存,水桶,机,机器,机器,屏,感觉,方面,备货","独显,均衡,完美",性能,79
首发入手很香 1外观灰色金属机身质感拉满大气成稳适合商务的游戏本 2性能作为生产力使用主要cadrevit等软件i53050足够强大游刃有余 3显示25k的分辨率显示细腻晚上测试没发现漏光更是大爱 4其他支持硬盘pcie30和内存的扩容雷电口支持显卡扩张水桶机名符其实,"外观,灰色,金属,机身,质感,拉满,大气,商务,游戏,性能,生产力,软件,分辨率,漏光,硬盘,内存,雷电,水桶,机","成稳,强大,细腻","外观,屏幕,性能",134
运气好抢到了隔天到货华星光电屏幕无坏点三星内存和显存镁光的硬盘机器很大气有厚重感很好很强大,"运气,屏幕,坏点,内存,硬盘,机器,气,厚重感","很大,强大",屏幕,45
包装保护包装很好很严实 外形外观外观漂亮品控严格 做工精细 画面品质高清分辨率看电影打游戏都很舒服 运行速度运行速度12代英特尔处理器 速度很快,"外形,外观,外观,画面,品质,高清,分辨率,电影,速度,速度,代,英特尔,处理器,速度","严实,漂亮,严格,精细,舒服","外观,屏幕,性能",72
画面品质画质清晰细腻 包装保护包装扎实完好无损 外形外观外形美观大方 运行速度运行速度很快 跑分评测完美 其他win11最新系统使用方便快捷预装了微软的offce软件办公效率快捷,"画面,品质,画质,外形,外观,外形,美观大方,速度,速度,系统,软件,办公,效率","清晰,细腻,扎实,完美,微软,快捷","外观,性能,系统",89
比较相信联想一线大品牌售后什么的都有保证没有拒绝的理由啊 包装保护无损坏 外形外观好看 画面品质很棒 跑分评测 运行速度快 游戏效果棒,"品牌,售后,理由,外形,外观,画面,品质,速度,游戏,效果",很棒,"外观,性能",67
y7000p我非常喜欢做工精致屏幕素质很好三星的内存京东方的屏幕镁光的硬盘键盘手感非常好双扬声器电脑反应很快打永杰无间也不卡首发价抢到的价钱也非常的合适快递的速度也非常的快感谢京东,"屏幕,素质,内存,屏幕,硬盘,键盘,手感,双,电脑,永杰,无间,卡,价,价钱,速度,京东","精致,合适","性能,屏幕",90
完美符合我的期待等了小半年对比无数笔记本选的自己都累了最终还是上车拯救者拯救者Y7000P性能优秀硬盘内存都是三星生产力符合我的预期跑分140多万三种显卡模式强烈推荐,"笔记本,上车,性能,硬盘,内存,生产力,模式","完美,优秀",性能,83
包装保护两层纸箱内有海绵包裹非常安全 外形外观金属质感简约风格 画面品质2k165hz屏很舒服非常丝滑 跑分评测很好 运行速度非常快 游戏效果非常流畅 第一次首发抢到爱了爱了一天下来非常的流畅以前的机子和这台没得比非常推荐准备给同学也推荐,"纸箱,海绵,外形,外观,金属,质感,风格,画面,品质,丝滑,速度,游戏,效果,机子,同学","安全,舒服,流畅,流畅","外观,性能",119
包装保护两层纸箱包着包装很好不会磕磕碰碰 外形外观外观很漂亮 边框很窄 画面品质看着挺好的 看视频画面很清晰 运行速度反应很快没感觉有卡顿 玩游戏办公完全没问题,"纸箱,外形,外观,外观,很漂亮,边框,画面,品质,视频,画面,速度,感觉,玩游戏,办公,问题","很窄,清晰,完全","外观,性能",80
选来选去最后还是拯救者抢到当天送达不得不说品质很好外观颜值在线性能不错主要看中2k屏幕显示细腻用来工作打游戏都不错,"品质,外观,颜值,性能,屏幕显示","不错,细腻,不错","外观,屏幕,性能",57
谈谈两天的使用感受 配置没得说 三星全家桶 缺少了p系列的ldquo抽奖rdquo环节 从下单的那一刻起就很安心 做工非常的精致 用料非常的扎实 外观采用金属机身 手感类似鼠标gpro的亲肤材质 拿在手里感觉它已经不是一台笔记本电脑了 更像是一件精雕细琢的艺术品正面颜值没得说核心卖点屏幕看的太舒服了高分辨高刷电脑到手后甚至想把自己的显示器卖了键盘满分不解释 音效也很不错符合游戏定位 这个价位基本是各项拉满的电脑了很合我意,"全家,环节,下单,用料,外观,金属,机身,手感,鼠标,亲肤,材质,感觉,笔记本电脑,艺术品,颜值,核心,卖点,屏幕,太,电脑,显示器,键盘,音效,游戏,定位,价位,基本,拉满,电脑,意","精致,扎实,正面,舒服,不错","外观,屏幕",212
19年买的拯救者R系列的这次直接升级到Y9000P2022 3060显卡Solidworks等3D设计无压力很赞性价比生产力高性能多个标签可以随意往拯救者身上贴能抢到手真心不错,"压力,性价比,生产力,高性能,标签","直接,不错","价格,性能",88
久闻联想拯救者大名这次属于是付诸行动了有幸抢到了首发的y9000p 包装保护包装很严实没有任何磕碰好评 外形外观a面d面金属很有质感屏幕1610让我一个用惯了169的人看着大了不少 画面品质2k高刷屏果然看着舒服165hz也足够使用了 运行速度开机速度很快游戏还没测3060估计弱不了,"外形,外观,面,面,金属,质感,屏幕,用惯,画面,品质,刷屏,速度,开机,速度,游戏","有幸,严实,舒服","外观,屏幕,性能",142
包装保护两层包装没有破损 画面品质主要是看中2k跟高刷看剧效果拉满 游戏效果不怎么打游戏3050满够了主要是i712代提升很大保证5年不落伍,"画面,品质,效果,拉满,游戏,效果,代,落伍",很大,其他,70
手气真好第一次抢就抢到了电脑颜值很高处理器也很棒玩游戏再也不卡了拯救者yyds 包装保护完美 外形外观完美 画面品质yyds 跑分评测很棒,"手气,电脑,颜值,处理器,玩游戏,外形,外观,画面,品质","很棒,完美,完美,很棒","外观,性能",69
抢到了首发10号的尾款11号就收到了给力机器质感非常好3060够用了25k屏也很不错固态和内存也是三星的非常不错后期再加装一条980就完美了2011买过一台笔记本现在的笔记本进步太大了,"尾款,力,机器,质感,固态,内存,笔记本,笔记本","不错,不错,完美",其他,92
孩子上学需要一个笔记本在网上看了好多联想做工质量普遍挺好孩子同学用的基本全是联想刚好看到3月10日000有首发运气好抢了一台收到货挺满意外观性能比上代提升许多还是12代u试用了几天性价比很高非常满意,"孩子,上学,笔记本,质量,好孩子,同学,基本,运气,外观,性能比,代,性价比",普遍,"外观,性能,价格",99
个人感觉挺好的本来想买21款的22款发售了那肯定买新不买旧2k屏幕清晰度特别好玩玩联盟等游戏配置也足够三星内存镁光硬盘跑分135w供各位机友参考自己后期又加了块三星pa1硬盘我永远相信京东自营赞赞赞,"个人感觉,款,屏幕,清晰度,玩玩,游戏,内存,硬盘,机友,硬盘,京东",,"拍照,屏幕",99
性价比还是比较高的产品也好用,"性价比,产品",,价格,14
终于抢到了实际要比广告上轻薄质感很好顶底是金属的两个档位的键盘背光运行速度很快开机七八秒没有安装测试的软件因为怕卡怕流氓软件软件用联想自带和系统自带就可以目前玩了十多天主要是用一些设计软件cad酷家乐之类的因为cad是07的老版的很流畅没有21版本所以测试不出到底有多流畅酷家乐没问题3d我没有安装因为渲染还是老实用台式还买了京东的延保买这个主要还是工作用作为室内设计师用这个确实比果子好更加兼容设计类软件如果做视频平面设计之类剪辑后期可以考虑果子我几乎就是办公所以没有买顶配如果打游戏可以考虑顶配总体确实不错,"实际,广告,质感,金属,档位,键盘,背光,速度,开机,软件,卡,流氓软件,软件,自带,系统,自带,软件,酷,家乐,老版,版本,酷,家乐,问题,老实,台式,京东,设计师,果子,软件,视频,剪辑,果子,办公,买顶,总体","轻薄,流畅,流畅,确实,确实,不错","性能,外观,系统",255
当天买的就到了速度非常快12代i53050ti打打代码玩玩腾讯全家桶完全够了25k的屏幕看视频也很爽颜值也高对于我来说完全就是足够了,"速度,代,代码,玩玩,全家,屏幕,视频,颜值","完全,很爽,完全","性能,外观,屏幕",66
第一次买联想拯救者这个牌子当时首发价抢了半小时终于抢到了体验了一个星期感觉很不错日常使用流畅风扇声音也不大玩游戏的目前感觉也很流畅屏幕的话亮度也很高总体还是很满意的,"牌子,价,体验,感觉,风扇,声音,玩游戏,感觉,屏幕,亮度,总体","不错,流畅,不大,流畅",屏幕,82
今天下午就收到了立刻打开看了看果然屏幕没有让我失望其他的配件都很棒电脑也很流畅12代提升的挺多的跑分也不错各方面都很好值得购买,"今天下午,屏幕,配件,电脑,代,跑分,方面","很棒,流畅,挺多,不错",屏幕,63
电脑很棒联想大品牌买这电脑看了很多品牌比如dellhp综合对比还是联想的好也是最新配置散热好画质清晰跑分成绩也不错25w的显卡没有让人失望真的不错,"电脑,品牌,电脑,品牌,画质,成绩","很棒,清晰,不错,不错",其他,73
